# Epochs: 150, Lr:0.0001, Model: With BatchNorm2d(64) and 128
epoch,loss
1,3.9011837595358165
2,2.8300690133170394
3,2.4718259367871234
4,2.2277331020872166
5,2.0339550233637214
6,1.87203584821046
7,1.7319386046765626
8,1.6105220826483064
9,1.501370352965688
10,1.4038694698571206
11,1.316978728837752
12,1.237687117258348
13,1.166821955847706
14,1.1019710303297083
15,1.042503688823604
16,0.9881796713637723
17,0.939481838697976
18,0.8952544731702472
19,0.8533426601642882
20,0.8160027647828628
21,0.7815612049369671
22,0.7508008860913195
23,0.7215898924394728
24,0.6950762007016532
25,0.6720591868679475
26,0.6501009662339093
27,0.629763872308088
28,0.6116114019787832
29,0.5952896312291674
30,0.5798052872417379
31,0.5649040472663042
32,0.5521167831872935
33,0.5404130788381584
34,0.5288186568345044
35,0.5181144968224856
36,0.5080423311411799
37,0.49891735227918915
38,0.49006489104496964
39,0.48209375762162526
40,0.4740057919856433
41,0.4667843309221759
42,0.4611167081243862
43,0.4541812316797173
44,0.4481344932111813
45,0.4425545158816596
46,0.43651814025072183
47,0.4312255765610199
48,0.4263076945636898
49,0.421075040752589
50,0.4179294154108663
51,0.4126106720074068
52,0.40865518971844894
53,0.4041416479127524
54,0.4005779460361391
55,0.39638445208937617
56,0.39333816107196434
57,0.38885343919950816
58,0.38506700327534066
59,0.38334512108179736
60,0.37958648520350197
61,0.37629683132144925
62,0.37356148994298527
63,0.3708956615035914
64,0.3662573145145388
65,0.3647024707720184
66,0.3623638606793319
67,0.3595546756006882
68,0.3571099333159927
69,0.35501882861300704
70,0.3518688945022294
71,0.349450786064608
72,0.3483733870527423
73,0.34582986612935956
74,0.34276955647728036
75,0.34086041544227075
76,0.33995995007960034
77,0.33635007998637506
78,0.33537795985557467
79,0.3323418787404689
80,0.3311719900467659
81,0.33021311059272684
82,0.32718225698694703
83,0.3265172295213901
84,0.32342176309082044
85,0.322578860590264
86,0.31993613703974577
87,0.3197308015110622
88,0.31677587064341506
89,0.31577246562866024
90,0.31412206807224297
91,0.31271343686174413
92,0.31134636865272197
93,0.3088650382656744
94,0.3072246486416493
95,0.30572549943626937
96,0.30525114532975156
97,0.30394202734531206
98,0.30196598189272944
99,0.30171054037269707
100,0.2987699465409001
101,0.29857383583306124
102,0.29786424508544934
103,0.295661410395085
104,0.29482835002719543
105,0.2937823488851442
106,0.29262973457527636
107,0.29051703595211176
108,0.2895396899120309
109,0.2884435777668973
110,0.2881127467000038
111,0.28665556465216224
112,0.2851815185336593
113,0.2848265290259191
114,0.2835179290137727
115,0.281846190587854
116,0.2805076827333552
117,0.2809907095073336
118,0.27971747881347414
119,0.27787547496893455
120,0.27777350202855855
121,0.2760296993703943
122,0.2755022732631027
123,0.27445642654033386
124,0.27418470723915445
125,0.27297972967897216
126,0.2711849729404412
127,0.2713409830713734
128,0.27046412709059847
129,0.26986247793479573
130,0.268559963495987
131,0.2678623181338034
132,0.2669674219313368
133,0.26643157281116986
134,0.2661114652835222
135,0.26504863568404535
136,0.264097918353836
137,0.2639421454273985
138,0.2623109862534614
139,0.26243998502887167
140,0.2611652187111714
141,0.26011949708714643
142,0.2598445234901598
143,0.2587910470402896
144,0.2585953463020953
145,0.2573173773522973
146,0.25635488405700063
147,0.255722492156012
148,0.25560086915794833
149,0.2550645336972972
150,0.2546568076406791
