# Epochs: 100, Lr:0.0002, Model: Default + 1x Conv2d(128,256) 3x BatchNorm2d(64) and 128
epoch,loss
1,3.7247116216807883
2,2.6612679321427612
3,2.23277943383571
4,1.8897360721270746
5,1.5982973105301188
6,1.3541592922722887
7,1.1532581387363228
8,0.9963706083280465
9,0.8717203746196631
10,0.7758254165867744
11,0.7026912577699246
12,0.6435929922921055
13,0.5999239859532796
14,0.5613163892833627
15,0.5313135670767638
16,0.5046480671105238
17,0.4830687184963299
18,0.46299041616792563
19,0.4459422884552945
20,0.43092069919190545
21,0.4168765096389673
22,0.4043852763568428
23,0.3921813149281403
24,0.38316687204445604
25,0.3728917326353574
26,0.3648848639974103
27,0.3551521268509907
28,0.3497174479856389
29,0.3419704071465342
30,0.3356781893730065
31,0.32912183945910456
32,0.3236943106577638
33,0.3183996584737108
34,0.3138174871889711
35,0.3082951534548734
36,0.30428721636709083
37,0.30091562169006375
38,0.29543074918071355
39,0.2923990151979591
40,0.2893274805404652
41,0.2858197378477846
42,0.28169451977043475
43,0.2799024760471333
44,0.27679221858818076
45,0.27374340602132613
46,0.2707322615150247
47,0.2686022162238487
48,0.26578784140274114
49,0.26363262283779665
50,0.26090128909148197
51,0.25947512239074444
52,0.25750162354725614
53,0.25546568858700613
54,0.2531494875743051
55,0.25121953389007773
56,0.2498833402234547
57,0.2476509540154434
58,0.24669977530352044
59,0.24508868094609274
60,0.24415893707290362
61,0.2422311472303043
62,0.2407247414599584
63,0.23928260749775404
64,0.2384312546246404
65,0.23700847126967278
66,0.23581196635665352
67,0.23403227852001712
68,0.23331110577201664
69,0.23144637305680665
70,0.23104635203838744
71,0.2302277159462006
72,0.22795589098662863
73,0.22794056840193466
74,0.22699026288230728
75,0.22505834298890498
76,0.22521551182829228
77,0.22344243325399285
78,0.22346595988320234
79,0.22199276490311906
80,0.22149678537226017
81,0.22027014234472994
82,0.21990215879709524
83,0.21938158107463865
84,0.21837672138249575
85,0.21782545300133563
86,0.21691060709767956
87,0.21607845131539108
88,0.21543725434366995
89,0.21566809783431504
90,0.21412621159633377
91,0.21407999233605096
92,0.21305113380759821
93,0.21271414532984909
94,0.2122309602574475
95,0.21143227407790677
96,0.21125233550838063
97,0.2110932070764448
98,0.20988263869228876
99,0.20958524241148774
100,0.2094158152612333
